last_active,score,member_since,us_state,first_name,last_name,dob,state,company_name,source
2018/05/04,42,2010,Maryland,Justin,Wong,1993/11/12,MD,"Kelley, Gilbert and Jackson",us_softball_league
2018/04/16,82,1982,Montana,Micheal,Pearson,1983/04/11,MT,Peterson and Sons,us_softball_league
2018/04/11,76,2006,Kansas,Megan,Pugh,1968/09/29,KS,Bruce Inc,us_softball_league
2018/08/31,52,1995,Arkansas,Caitlin,Maynard,1971/04/21,AR,Rivera-Morrow,us_softball_league
2018/07/05,96,2003,Alaska,Rachael,Rhodes,1998/04/20,AK,Keller Group,us_softball_league
2018/04/12,62,1987,Massachusetts,Julie,Hanson,1974/10/20,MA,"Kelley, Gilbert and Jackson",us_softball_league
2018/07/26,32,2018,New Hampshire,Jennifer,Cobb,1969/07/24,NH,,us_softball_league
2018/07/20,94,1998,Arizona,Jonathan,Smith,1968/05/08,AZ,Keller Group,us_softball_league
2018/04/30,70,2016,New York,Kayla,Taylor,1984/05/01,NY,Peterson and Sons,us_softball_league
2018/12/05,64,2011,California,Joseph,Brown,1991/07/10,CA,Rivera Ltd,us_softball_league
2018/06/30,71,1996,Texas,Grant,Peck,1990/06/28,TX,Keller Group,us_softball_league
2019/01/05,88,1999,Louisiana,Richard,Roberts,1985/02/21,LA,,us_softball_league
2018/06/01,46,1980,Connecticut,Angela,Bell,1971/04/17,CT,Rivera Ltd,us_softball_league
2018/05/17,55,1992,New York,Danielle,Morrison,1967/03/17,NY,Keller Group,us_softball_league
2018/12/25,93,1978,Idaho,Bonnie,Garcia,1963/10/22,ID,Keller Group,us_softball_league
2018/02/24,42,1983,Wyoming,Kelly,Mclaughlin,1984/08/02,WY,"Mullen, Huffman and Vasquez",us_softball_league
2018/02/03,42,2018,Washington,Andrew,Esparza,1993/04/13,WA,"Jackson, Carlson and Contreras",us_softball_league
2018/06/15,42,2002,Oklahoma,Christopher,Shepard,1967/04/23,OK,"Jackson, Carlson and Contreras",us_softball_league
2018/10/19,88,1986,Wisconsin,Joseph,Hughes,1984/12/13,WI,"Kelley, Gilbert and Jackson",us_softball_league
2018/04/07,85,2017,Arizona,Kathy,Bell,1974/03/24,AZ,"Mullen, Huffman and Vasquez",us_softball_league
2018/08/04,93,1971,Colorado,Samantha,Sandoval,1963/08/24,CO,Hunter Ltd,us_softball_league
2018/08/07,93,1977,Missouri,Kerry,Mullins,1977/07/05,MO,Peterson and Sons,us_softball_league
2018/03/28,36,2016,North Carolina,Kayla,Young,1967/07/18,NC,"Martin, Mcknight and Clark",us_softball_league
2019/01/09,62,1990,Texas,James,Nguyen,1987/12/24,TX,"Martin, Mcknight and Clark",us_softball_league
2018/01/10,68,1995,New Jersey,Caleb,Francis,1989/02/27,NJ,Pearson Group,us_softball_league
2018/08/08,46,1993,South Dakota,Jimmy,Collins,1964/11/02,SD,"Hopkins, Barnes and Ward",us_softball_league
2018/08/19,95,1973,Colorado,Melinda,Hicks,1961/03/17,CO,Mcdonald Inc,us_softball_league
2018/08/18,92,1973,Rhode Island,Jonathan,Newman,1970/11/16,RI,Scott and Sons,us_softball_league
2018/11/22,74,1995,New Mexico,Caroline,Scott,1992/05/05,NM,Parker Group,us_softball_league
2018/05/15,93,2018,Colorado,Hannah,Reed,1998/04/05,CO,Pearson Group,us_softball_league
2018/10/17,63,1997,Delaware,Evan,Parsons,1974/11/02,DE,Hunter Ltd,us_softball_league
2018/09/23,68,1987,Alaska,Kim,Paul,1974/02/03,AK,Williams-Stephenson,us_softball_league
2018/08/19,60,2001,Maine,Justin,Lopez,1970/04/09,ME,"Alvarez, Schaefer and Robertson",us_softball_league
2018/11/21,82,1992,Nevada,Denise,Perez,1973/08/31,NV,Hunter Ltd,us_softball_league
2018/12/05,88,1976,South Dakota,Jeffrey,Beasley,1998/12/04,SD,Keller Group,us_softball_league
2018/05/26,60,1982,South Dakota,Deanna,Kelly,1998/08/13,SD,Taylor-Alvarez,us_softball_league
2018/06/01,56,1974,Missouri,Tyler,Miles,1968/08/16,MO,Mcdonald Inc,us_softball_league
2018/02/25,46,1978,Hawaii,Carla,Day,1994/09/30,HI,Scott and Sons,us_softball_league
2018/06/30,32,1998,South Carolina,Michael,Lane,1993/10/15,SC,Rivera-Morrow,us_softball_league
2018/07/27,66,1976,Georgia,Kristy,Murphy,1974/08/14,GA,Keller Group,us_softball_league
2018/03/02,96,2009,Utah,Jeffrey,Andrews,1968/08/25,UT,Keller Group,us_softball_league
2018/02/16,85,2002,Iowa,David,Snyder,1981/01/26,IA,"Hopkins, Barnes and Ward",us_softball_league
2018/04/13,84,2015,Ohio,Felicia,Calderon,1980/10/31,OH,Parker Group,us_softball_league
2018/11/09,35,1995,Illinois,Charles,Carrillo,1972/06/22,IL,"Mullen, Huffman and Vasquez",us_softball_league
2018/05/02,48,1987,Illinois,Toni,Gibson,1986/03/02,IL,"Smith, Torres and Matthews",us_softball_league
2018/04/24,44,2006,Michigan,,,1983/11/29,MI,Taylor-Alvarez,us_softball_league
2018/02/10,62,1990,South Dakota,Angela,Bailey,1990/04/19,SD,Mcdonald Inc,us_softball_league
2018/08/27,96,1983,Florida,Matthew,Gomez,1972/11/22,FL,,us_softball_league
2018/10/29,35,2004,Rhode Island,Patricia,Garrison,1962/02/16,RI,Scott and Sons,us_softball_league
2018/06/20,35,1973,Mississippi,Tina,Hernandez,1965/09/18,MS,Hunter Ltd,us_softball_league
2018/06/24,68,2003,Kentucky,Margaret,Murphy,1968/08/15,KY,Mcdonald Inc,us_softball_league
2018/10/19,95,1982,Montana,Michael,Jordan,1971/10/25,MT,"Kelley, Gilbert and Jackson",us_softball_league
2018/05/12,92,1976,New Jersey,Lisa,Escobar,1979/10/13,NJ,"Alvarez, Schaefer and Robertson",us_softball_league
2018/01/17,57,2018,Connecticut,,,1987/12/05,CT,Williams-Stephenson,us_softball_league
2018/02/08,61,2015,Kansas,Christopher,Waters,1968/10/07,KS,"Brown, Vasquez and Sanchez",us_softball_league
2018/02/04,77,2013,Wisconsin,Steven,Huerta,1981/06/15,WI,Williams-Stephenson,us_softball_league
2018/11/22,50,1981,North Carolina,Paul,Dawson,1981/01/03,NC,Scott and Sons,us_softball_league
2018/10/22,46,1987,Pennsylvania,Samantha,Huff,1980/03/26,PA,Parker Group,us_softball_league
2018/08/12,48,1989,Mississippi,Mathew,Butler,1976/07/31,MS,Bruce Inc,us_softball_league
2018/10/26,59,2011,Minnesota,Michael,Herring,1972/05/31,MN,"Jackson, Carlson and Contreras",us_softball_league
2018/07/20,47,1987,Oklahoma,Rebecca,Brown,1990/11/22,OK,Pearson Group,us_softball_league
2018/08/04,53,1980,North Carolina,Margaret,Smith,1997/02/02,NC,Rivera-Morrow,us_softball_league
2019/01/03,58,2012,Connecticut,Debra,Cruz,1994/04/08,CT,"Hopkins, Barnes and Ward",us_softball_league
2018/02/25,56,1993,Tennessee,Matthew,Underwood,1993/10/02,TN,Keller Group,us_softball_league
2018/03/11,57,1992,New Jersey,Daniel,Bird,1997/03/29,NJ,"Mullen, Huffman and Vasquez",us_softball_league
2018/10/08,47,1983,Washington,Mary,Ward,1978/02/23,WA,"Martin, Mcknight and Clark",us_softball_league
2018/07/17,41,1986,South Carolina,Darrell,Baker,1960/06/21,SC,Keller Group,us_softball_league
2018/10/14,91,1997,Tennessee,Robin,White,1987/04/23,TN,Peterson and Sons,us_softball_league
2018/04/28,49,2002,Illinois,David,Kaufman,1968/10/12,IL,Scott and Sons,us_softball_league
2018/10/21,44,2006,Vermont,Bobby,Ballard,1979/07/30,VT,Williams-Stephenson,us_softball_league
2018/08/19,66,1978,New Mexico,Melissa,Perez,1989/05/01,NM,"Kelley, Gilbert and Jackson",us_softball_league
2018/04/04,52,2005,Connecticut,Mary,Smith,1974/05/02,CT,"Alvarez, Schaefer and Robertson",us_softball_league
2018/08/18,48,2004,Maryland,Eric,Warren,1969/06/30,MD,Peterson and Sons,us_softball_league
2018/03/23,41,1982,Indiana,,,1998/01/01,IN,,us_softball_league
2018/05/11,78,2001,North Carolina,Joshua,Day,1988/03/09,NC,Bruce Inc,us_softball_league
2018/03/18,47,1978,Alabama,James,Fuentes,1997/09/02,AL,Pearson Group,us_softball_league
2018/07/10,73,2002,Ohio,Elizabeth,Douglas,1985/02/08,OH,Bruce Inc,us_softball_league
2018/01/12,96,2018,New York,Catherine,Adams,1975/02/27,NY,Keller Group,us_softball_league
2018/03/14,49,2005,Maryland,Andrea,Hernandez,1985/08/25,MD,Hunter Ltd,us_softball_league
2018/09/12,38,2004,New Jersey,Beth,Aguilar,1981/12/08,NJ,"Brown, Vasquez and Sanchez",us_softball_league
2018/05/22,32,1975,Connecticut,Paul,Frey,1961/03/13,CT,,us_softball_league
2018/09/20,34,2017,South Carolina,Morgan,Aguirre,1974/09/27,SC,"Martin, Mcknight and Clark",us_softball_league
2018/09/17,58,1991,Maryland,Karen,Mcneil,1970/12/12,MD,"Hopkins, Barnes and Ward",us_softball_league
2018/03/29,65,1986,Kansas,,,1978/11/24,KS,Rivera Ltd,us_softball_league
2018/06/02,37,1970,Maryland,Travis,Jones,1971/09/30,MD,"Jackson, Carlson and Contreras",us_softball_league
2018/08/11,93,1997,California,David,Gordon,1987/06/03,CA,"Martin, Mcknight and Clark",us_softball_league
2018/09/17,86,2010,Texas,William,Morgan,1962/10/14,TX,Hunter Ltd,us_softball_league
2018/06/11,94,2016,Indiana,Carlos,Gonzalez,1971/05/13,IN,"Jackson, Carlson and Contreras",us_softball_league
2018/03/29,65,1991,New York,Jerry,Golden,1993/02/04,NY,"Kelley, Gilbert and Jackson",us_softball_league
2018/07/11,64,1993,Utah,Stephanie,Schroeder,1982/07/23,UT,Scott and Sons,us_softball_league
2018/12/21,41,2000,Iowa,Thomas,Walker,1981/05/26,IA,"Mullen, Huffman and Vasquez",us_softball_league
2018/08/01,91,2012,Michigan,Emily,Brown,1982/01/23,MI,Keller Group,us_softball_league
2018/12/07,46,2004,Montana,Eric,Patel,1982/03/23,MT,Rivera Ltd,us_softball_league
2018/02/17,90,1978,Maryland,Brittany,Phillips,1994/08/02,MD,Williams-Stephenson,us_softball_league
2018/08/05,54,2001,Maine,Kendra,Watson,1970/08/29,ME,Rivera-Morrow,us_softball_league
2018/07/16,80,1985,Michigan,Eric,Martinez,1979/10/24,MI,Williams-Stephenson,us_softball_league
2018/08/14,83,1985,Idaho,Angela,Burke,1996/01/05,ID,Rivera Ltd,us_softball_league
2018/03/02,57,1988,North Carolina,Jerry,Schroeder,1987/12/18,NC,"Jackson, Carlson and Contreras",us_softball_league
2018/07/30,91,1975,South Carolina,Emily,Garner,1969/05/17,SC,Mcdonald Inc,us_softball_league
2018/05/03,34,1980,North Carolina,Julian,Garcia,1993/05/19,NC,"Martin, Mcknight and Clark",us_softball_league
2018/02/09,45,1974,Arkansas,Daniel,Peters,1963/03/20,AR,,us_softball_league
2018/07/03,43,1970,Ohio,Samantha,Thomas,1964/06/28,OH,Pearson Group,us_softball_league
2018/07/05,76,1998,Louisiana,Dominic,Hanna,1964/11/19,LA,"Kelley, Gilbert and Jackson",us_softball_league
2018/08/16,94,1984,North Dakota,Victoria,Davis,1970/11/02,ND,Mcdonald Inc,us_softball_league
2018/05/27,97,2018,Connecticut,Michael,Stevens,1974/11/25,CT,Rivera-Morrow,us_softball_league
2018/04/20,33,2008,North Dakota,Terri,Warren,1989/06/24,ND,Rivera Ltd,us_softball_league
2018/07/07,89,2007,Maine,Daniel,Jordan,1968/07/02,ME,,us_softball_league
2018/10/15,44,2009,New Hampshire,Barbara,Ewing,1992/07/26,NH,Keller Group,us_softball_league
2018/12/02,73,2005,Indiana,Jonathan,Carr,1996/04/22,IN,Rivera Ltd,us_softball_league
2018/03/11,58,1972,West Virginia,Brandon,Meyer,1961/03/07,WV,"Martin, Mcknight and Clark",us_softball_league
2018/01/31,39,2001,Alabama,Wendy,Monroe,1980/03/06,AL,Scott and Sons,us_softball_league
2018/08/20,86,1977,Maryland,Matthew,Carson,1973/11/04,MD,Peterson and Sons,us_softball_league
2018/11/21,67,1978,Iowa,Eric,Roberts,1987/06/30,IA,Williams-Stephenson,us_softball_league
2018/07/18,82,2013,New Mexico,Patricia,Garcia,1974/04/30,NM,Bruce Inc,us_softball_league
2018/07/13,72,1983,South Carolina,Robert,Haney,1966/01/28,SC,Bruce Inc,us_softball_league
2018/03/06,61,1973,South Carolina,Annette,Smith,1987/04/27,SC,Rivera Ltd,us_softball_league
2018/08/18,85,2016,Washington,James,Davis,1968/04/04,WA,Taylor-Alvarez,us_softball_league
2018/12/17,74,2006,Massachusetts,Keith,Thornton,1984/07/03,MA,Mcdonald Inc,us_softball_league
2018/03/16,71,1985,Alaska,Laurie,Baker,1985/03/13,AK,Williams-Stephenson,us_softball_league
2018/04/29,93,1997,Vermont,John,Ellis,1964/11/06,VT,Rivera Ltd,us_softball_league
2018/09/19,54,2006,Oregon,Andre,Garcia,1965/06/23,OR,"Smith, Torres and Matthews",us_softball_league
2018/10/09,49,2006,Alabama,Dwayne,Burgess,1986/07/09,AL,"Smith, Torres and Matthews",us_softball_league
2018/09/27,93,1992,Kansas,Margaret,Santiago,1977/11/08,KS,Rivera-Morrow,us_softball_league
2018/11/08,75,1995,Wyoming,Tony,Miller,1965/11/17,WY,"Brown, Vasquez and Sanchez",us_softball_league
2018/05/24,64,2012,Alabama,Danielle,Lutz,1988/02/28,AL,"Brown, Vasquez and Sanchez",us_softball_league
2018/04/21,69,1974,Montana,Lauren,Bruce,1987/12/14,MT,Rivera Ltd,us_softball_league
2018/04/24,47,1979,Indiana,Heather,Rasmussen,1991/04/05,IN,Taylor-Alvarez,us_softball_league
2018/10/09,46,2001,Virginia,Leslie,Hobbs,1976/08/13,VA,Scott and Sons,us_softball_league
2018/01/31,68,1996,Utah,Jessica,Hinton,1969/11/21,UT,Parker Group,us_softball_league
2018/02/22,38,2016,Virginia,Jacob,Jordan,1985/04/30,VA,"Mullen, Huffman and Vasquez",us_softball_league
2018/08/29,34,2005,Connecticut,Melanie,Caldwell,1963/12/25,CT,Williams-Stephenson,us_softball_league
2019/01/05,53,2005,Maine,Angela,Hughes,1970/08/05,ME,"Mullen, Huffman and Vasquez",us_softball_league
2018/08/16,44,1978,Georgia,Brianna,Ramirez,1988/07/24,GA,Keller Group,us_softball_league
2018/09/08,68,1990,Idaho,Christine,Weber,1994/03/26,ID,"Hopkins, Barnes and Ward",us_softball_league
2018/03/05,77,1996,Pennsylvania,Nicole,Gonzalez,1971/08/07,PA,Williams-Stephenson,us_softball_league
2018/07/08,34,2012,Arkansas,Robert,Fowler,1963/10/04,AR,"Jackson, Carlson and Contreras",us_softball_league
2018/10/29,75,1973,Arkansas,Mario,Edwards,1975/03/30,AR,"Brown, Vasquez and Sanchez",us_softball_league
2018/02/21,71,2005,Wisconsin,Benjamin,Johns,1996/04/22,WI,"Smith, Torres and Matthews",us_softball_league
2018/01/09,67,1979,Massachusetts,Shannon,Ortega,1960/12/29,MA,Hunter Ltd,us_softball_league
2018/02/21,59,2018,South Carolina,Hayley,Porter,1987/12/07,SC,"Kelley, Gilbert and Jackson",us_softball_league
2018/11/30,52,2014,New Hampshire,Danny,Washington,1984/11/01,NH,Rivera Ltd,us_softball_league
2018/02/25,77,2002,North Dakota,Gloria,Hoffman,1967/07/27,ND,Mcdonald Inc,us_softball_league
2018/03/18,85,1981,South Carolina,Heather,Hernandez,1991/07/15,SC,"Alvarez, Schaefer and Robertson",us_softball_league
2018/05/18,79,2009,Wisconsin,Joseph,Thompson,1994/06/23,WI,,us_softball_league
2018/02/28,46,2015,Arizona,Katherine,Mason,1979/11/07,AZ,"Alvarez, Schaefer and Robertson",us_softball_league
2018/09/28,94,2005,Connecticut,,,1991/11/13,CT,"Martin, Mcknight and Clark",us_softball_league
2018/08/09,32,2002,Michigan,,,1990/10/22,MI,"Hopkins, Barnes and Ward",us_softball_league
2019/01/05,42,2012,North Carolina,Joseph,Caldwell,1998/01/21,NC,Rivera Ltd,us_softball_league
2018/03/30,43,1988,Ohio,Timothy,Williams,1962/02/13,OH,"Mullen, Huffman and Vasquez",us_softball_league
2018/08/01,37,2001,Georgia,Kenneth,Wilkinson,1982/02/13,GA,Mcdonald Inc,us_softball_league
2018/05/18,89,2000,Illinois,Adam,Oneal,1995/01/13,IL,Pearson Group,us_softball_league
2018/02/18,68,1993,Iowa,Jeffrey,Guzman,1961/04/07,IA,Parker Group,us_softball_league
2018/07/30,94,2013,Kentucky,Henry,Durham,1976/10/31,KY,"Smith, Torres and Matthews",us_softball_league
2018/08/21,94,1984,New Jersey,Sarah,Arellano,1996/06/18,NJ,"Brown, Vasquez and Sanchez",us_softball_league
2018/11/12,73,1983,Nebraska,Robert,Jordan,1968/12/26,NE,Scott and Sons,us_softball_league
2018/08/29,46,2016,Indiana,,,1970/08/19,IN,Bruce Inc,us_softball_league
2018/12/09,64,1974,North Carolina,Michael,Jensen,1966/07/20,NC,"Smith, Torres and Matthews",us_softball_league
2018/04/22,75,1992,Pennsylvania,Marcus,Jones,1973/12/09,PA,Pearson Group,us_softball_league
2018/04/27,92,1991,Rhode Island,Destiny,Clarke,1976/08/29,RI,"Smith, Torres and Matthews",us_softball_league
2018/01/22,88,1983,Georgia,Kevin,Lopez,1990/06/18,GA,"Alvarez, Schaefer and Robertson",us_softball_league
2018/02/25,69,2016,North Dakota,Alan,Brown,1975/02/28,ND,Peterson and Sons,us_softball_league
2018/02/06,89,2016,Utah,Richard,Park,1969/03/23,UT,Bruce Inc,us_softball_league
2018/06/07,75,2017,New Mexico,Sara,Watts,1994/02/24,NM,Rivera Ltd,us_softball_league
2018/12/14,45,1971,California,Ashley,Palmer,1972/10/01,CA,"Hopkins, Barnes and Ward",us_softball_league
2018/12/24,64,2006,Wisconsin,,,1972/07/12,WI,Parker Group,us_softball_league
2018/03/10,54,1988,Alabama,Patricia,Reynolds,1973/06/04,AL,Keller Group,us_softball_league
2018/12/14,86,1993,Louisiana,Jonathan,Young,1978/12/27,LA,"Hopkins, Barnes and Ward",us_softball_league
2018/10/09,58,1993,Alaska,Christopher,Howard,1973/02/11,AK,Rivera-Morrow,us_softball_league
2018/10/26,57,2017,Ohio,Chelsea,Kelly,1971/12/17,OH,Hunter Ltd,us_softball_league
2018/04/13,69,2009,Delaware,Timothy,Johnston,1961/07/02,DE,Mcdonald Inc,us_softball_league
2018/05/16,83,1999,Rhode Island,Garrett,Gomez,1974/06/14,RI,Scott and Sons,us_softball_league
2018/12/01,56,1990,Nevada,Jose,Williams,1976/02/15,NV,Rivera Ltd,us_softball_league
2018/03/17,81,1984,Nebraska,Jorge,Reilly,1983/01/09,NE,Taylor-Alvarez,us_softball_league
2018/03/26,63,2003,West Virginia,Mark,Perry,1962/03/24,WV,Keller Group,us_softball_league
2018/01/13,91,1994,Illinois,Victoria,Douglas,1993/09/07,IL,Pearson Group,us_softball_league
2018/05/23,37,1982,Washington,Michael,Wilson,1968/10/28,WA,Bruce Inc,us_softball_league
2018/09/22,75,2013,New Mexico,Cody,Anderson,1961/02/16,NM,Keller Group,us_softball_league
2018/10/01,49,2010,Nebraska,Jessica,Hernandez,1980/05/29,NE,Pearson Group,us_softball_league
2018/07/19,99,1993,Wyoming,Dylan,Moody,1977/01/03,WY,"Brown, Vasquez and Sanchez",us_softball_league
2018/03/22,69,1999,Kansas,Angela,Oliver,1991/01/23,KS,Rivera-Morrow,us_softball_league
2018/10/02,98,2017,Massachusetts,Kimberly,Green,1976/06/04,MA,Peterson and Sons,us_softball_league
2018/11/24,72,2011,Wyoming,Michael,Wright,1978/05/31,WY,Mcdonald Inc,us_softball_league
2018/11/30,53,1971,Virginia,Lisa,Pena,1970/03/03,VA,Rivera-Morrow,us_softball_league
2018/06/23,35,2014,Massachusetts,Michelle,Baird,1990/07/10,MA,"Martin, Mcknight and Clark",us_softball_league
2018/11/16,44,2010,South Carolina,Katherine,Rivera,1983/12/13,SC,"Smith, Torres and Matthews",us_softball_league
2018/03/14,84,2013,Texas,Thomas,Kelley,1982/04/23,TX,Taylor-Alvarez,us_softball_league
2018/01/23,83,1989,Louisiana,Justin,Stuart,1975/06/17,LA,Pearson Group,us_softball_league
2018/06/27,98,2004,Michigan,,,1972/12/09,MI,Scott and Sons,us_softball_league
2018/02/13,68,2010,Tennessee,Jeremy,Stewart,1978/10/10,TN,"Brown, Vasquez and Sanchez",us_softball_league
2018/01/09,88,1990,Maryland,Darren,Meyer,1977/12/14,MD,"Mullen, Huffman and Vasquez",us_softball_league
2018/04/11,97,1990,New York,Emily,Adams,1978/06/28,NY,Keller Group,us_softball_league
2018/11/07,71,2000,Missouri,Candace,Richardson,1959/11/21,MO,Parker Group,us_softball_league
2018/05/27,46,1986,Minnesota,Crystal,French,1995/08/06,MN,Parker Group,us_softball_league
2018/05/13,97,1976,South Dakota,Kelly,Cruz,1976/03/03,SD,Parker Group,us_softball_league
2018/11/29,58,2017,Connecticut,Susan,Johnson,1997/09/28,CT,"Mullen, Huffman and Vasquez",us_softball_league
2019/01/05,43,2015,Missouri,Michael,Donovan,1970/03/08,MO,Parker Group,us_softball_league
2018/01/23,46,1970,Alaska,Michael,Boyd,1978/09/17,AK,"Smith, Torres and Matthews",us_softball_league
2019/01/05,96,1993,Louisiana,Janice,Smith,1971/11/24,LA,"Smith, Torres and Matthews",us_softball_league
2018/02/16,60,1990,Maine,Todd,Santiago,1996/11/24,ME,"Kelley, Gilbert and Jackson",us_softball_league
2018/04/28,93,1988,Oklahoma,Tyler,Chapman,1991/03/27,OK,Parker Group,us_softball_league
2018/02/28,65,1985,New Jersey,Ashley,Brown,1987/03/23,NJ,Parker Group,us_softball_league
2018/10/30,58,1988,Maryland,Jean,Franklin,1991/09/10,MD,Rivera Ltd,us_softball_league
2018/02/07,43,1997,Arizona,Katrina,Ortiz,1989/12/18,AZ,Keller Group,us_softball_league
2019/01/05,33,1978,New Jersey,Dakota,Little,1991/05/12,NJ,Peterson and Sons,us_softball_league
2018/05/28,66,1973,Ohio,Brenda,Wilson,1995/12/27,OH,Keller Group,us_softball_league
2018/04/29,94,2006,Florida,Gregory,Smith,1983/10/12,FL,"Smith, Torres and Matthews",us_softball_league
2018/08/12,56,1997,Montana,Margaret,Powell,1998/11/22,MT,Scott and Sons,us_softball_league
2018/01/12,62,1981,North Dakota,Anthony,Price,1973/01/06,ND,Taylor-Alvarez,us_softball_league
2018/01/25,96,1993,Minnesota,Rachel,Brown,1959/04/17,MN,Rivera-Morrow,us_softball_league
2018/05/14,44,2010,Tennessee,Amber,Smith,1995/08/26,TN,Keller Group,us_softball_league
2018/01/28,97,2017,Oregon,Aaron,Turner,1969/11/10,OR,"Mullen, Huffman and Vasquez",us_softball_league
2018/02/05,89,1994,North Carolina,Frank,Chang,1971/07/15,NC,"Smith, Torres and Matthews",us_softball_league
2018/12/29,89,1998,Oklahoma,Brian,Hernandez,1994/10/20,OK,Williams-Stephenson,us_softball_league
2018/01/27,53,1999,Vermont,Jeremy,Maldonado,1981/08/28,VT,"Hopkins, Barnes and Ward",us_softball_league
2018/03/15,95,1996,Massachusetts,Mary,Galvan,1982/09/06,MA,"Jackson, Carlson and Contreras",us_softball_league
2018/11/25,43,2003,Alabama,Brian,Estrada,1965/03/03,AL,Williams-Stephenson,us_softball_league
