last_active,score,member_since,us_state,first_name,last_name,dob,state,company_name,source,company_name
2018/08/22,38,1973,Michigan,Cassandra,Moore,1977/11/25,MI,,us_softball_league,
2018/09/19,76,1980,Missouri,Nicholas,Adams,1990/07/10,MO,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/07/21,94,1975,Nebraska,Gregory,Christensen,1979/06/20,NE,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/01/20,47,1975,South Dakota,Stacy,Lane,1985/06/04,SD,"Jackson, Carlson and Contreras",us_softball_league,"Jackson, Carlson and Contreras"
2018/11/10,81,1978,Delaware,,,1978/12/28,DE,Scott and Sons,us_softball_league,Scott and Sons
2018/06/05,52,1975,North Dakota,,,1976/04/12,ND,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/10/06,76,1978,Connecticut,Timothy,Cohen,1984/05/27,CT,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/07/06,66,1972,Utah,Andre,Herrera,1987/11/05,UT,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/07/11,37,1984,Hawaii,Charles,Osborn,1993/01/26,HI,Parker Group,us_softball_league,Parker Group
2018/05/04,36,1977,Georgia,Teresa,Gardner,1985/03/10,GA,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/03/12,76,1988,Minnesota,Ellen,Lawrence,1990/08/02,MN,Parker Group,us_softball_league,Parker Group
2018/03/09,90,1977,Oregon,Kayla,Miller,1978/12/30,OR,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/06/01,67,1974,New Hampshire,Christopher,King,1994/10/27,NH,Keller Group,us_softball_league,Keller Group
2018/07/07,89,1975,Maryland,Travis,Pollard,1990/12/17,MD,,us_softball_league,
2018/09/17,53,1975,Oregon,Roger,Duke,1986/01/22,OR,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/12/14,42,1972,California,Martin,Potter,1996/10/21,CA,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/11/10,38,1971,Massachusetts,Jacob,Mosley,1997/09/09,MA,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/03/04,33,1977,Minnesota,Chelsey,Cantu,1996/08/04,MN,Taylor-Alvarez,us_softball_league,Taylor-Alvarez
2018/05/09,84,1975,Arizona,Samantha,Fletcher,1991/07/24,AZ,Rivera Ltd,us_softball_league,Rivera Ltd
2018/06/10,67,1971,Iowa,Billy,Wood,1995/12/31,IA,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/04/30,46,1986,Idaho,Vanessa,Peters,1988/08/09,ID,Parker Group,us_softball_league,Parker Group
2018/05/19,51,1975,Wyoming,Alan,Gay,1992/01/30,WY,Taylor-Alvarez,us_softball_league,Taylor-Alvarez
2018/12/12,75,1970,Pennsylvania,Christina,Lewis,1992/10/27,PA,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/07/16,93,1986,Georgia,Stephanie,Moreno,1991/10/17,GA,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/12/25,69,1983,Arizona,Paula,Hardy,1992/11/12,AZ,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/06/22,46,1983,Indiana,Alexandra,Collier,1983/10/17,IN,Peterson and Sons,us_softball_league,Peterson and Sons
2018/07/31,72,1977,Mississippi,Donald,Morgan,1983/05/05,MS,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/04/29,62,1983,Nebraska,John,Ayala,1984/06/16,NE,Peterson and Sons,us_softball_league,Peterson and Sons
2018/05/14,90,1970,Texas,Steven,Bell,1972/08/07,TX,Keller Group,us_softball_league,Keller Group
2018/07/14,49,1972,South Dakota,Angel,Mcintosh,1980/01/28,SD,Scott and Sons,us_softball_league,Scott and Sons
2018/04/24,45,1976,Texas,Natalie,Delacruz,1976/06/28,TX,Peterson and Sons,us_softball_league,Peterson and Sons
2018/07/16,47,1981,Minnesota,Matthew,Larson,1982/08/07,MN,Hunter Ltd,us_softball_league,Hunter Ltd
2018/08/06,74,1974,Louisiana,Laura,Thompson,1983/05/27,LA,Scott and Sons,us_softball_league,Scott and Sons
2018/01/16,40,1991,Delaware,Ashley,Allison,1997/06/12,DE,Hunter Ltd,us_softball_league,Hunter Ltd
2018/05/29,35,1987,New Hampshire,Julie,Edwards,1989/12/24,NH,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/06/12,49,1982,Rhode Island,Jonathan,Sutton,1982/11/06,RI,Bruce Inc,us_softball_league,Bruce Inc
2018/10/22,86,1980,Missouri,Jennifer,Fox,1998/07/25,MO,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/10/07,76,1977,Arizona,Barbara,Smith,1991/01/20,AZ,Pearson Group,us_softball_league,Pearson Group
2018/08/31,32,1975,Pennsylvania,,,1988/05/04,PA,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/11/22,98,1977,West Virginia,Robert,Johns,1999/01/01,WV,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/03/18,99,1978,Texas,Marcus,Short,1978/07/06,TX,Parker Group,us_softball_league,Parker Group
2018/05/05,72,1973,Alaska,James,Robinson,1975/09/13,AK,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/07/23,86,1971,Rhode Island,Jerry,Taylor,1988/11/07,RI,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/03/02,89,1994,Maryland,David,Myers,1997/01/14,MD,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/07/31,68,1977,Montana,Dawn,Mayer,1983/04/28,MT,,us_softball_league,
2018/05/31,51,1984,Missouri,,,1986/03/26,MO,Hunter Ltd,us_softball_league,Hunter Ltd
2018/06/11,50,1975,Oklahoma,Jeffery,Lambert,1984/06/25,OK,,us_softball_league,
2018/12/29,61,1973,Texas,Christopher,Miller,1993/11/01,TX,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/03/21,48,1987,Massachusetts,Julie,Salazar,1992/03/11,MA,Rivera Ltd,us_softball_league,Rivera Ltd
2018/10/28,88,1998,New Hampshire,Aaron,Henderson,1998/09/19,NH,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/09/23,46,1984,North Carolina,Eric,Perry,1998/05/16,NC,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/02/14,85,1980,Missouri,Patricia,Walters,1985/11/20,MO,Rivera Ltd,us_softball_league,Rivera Ltd
2018/03/29,35,1976,Alaska,Anthony,Dean,1994/12/04,AK,Parker Group,us_softball_league,Parker Group
2018/02/10,78,1986,Ohio,Mark,Lindsey,1988/07/04,OH,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/04/09,89,1978,Arizona,Daniel,Collins,1985/08/04,AZ,Peterson and Sons,us_softball_league,Peterson and Sons
2018/08/06,77,1976,South Carolina,,,1997/06/26,SC,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/12/24,89,1981,Florida,William,Perez,1990/05/16,FL,Bruce Inc,us_softball_league,Bruce Inc
2018/03/09,52,1977,North Dakota,Patrick,Newman,1985/01/11,ND,Rivera Ltd,us_softball_league,Rivera Ltd
2018/05/26,59,1976,Florida,Shelby,Jones,1995/10/06,FL,Bruce Inc,us_softball_league,Bruce Inc
2018/07/30,85,1974,New York,Tiffany,Fritz,1990/04/25,NY,"Jackson, Carlson and Contreras",us_softball_league,"Jackson, Carlson and Contreras"
2018/09/17,61,1981,Minnesota,Donna,Gill,1994/02/24,MN,Rivera-Morrow,us_softball_league,Rivera-Morrow
2018/06/26,58,1975,Oregon,Jamie,Cabrera,1998/05/10,OR,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/05/24,81,1982,Colorado,Denise,Atkinson,1990/06/24,CO,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/11/02,73,1973,Virginia,Samantha,Clayton,1976/09/26,VA,Hunter Ltd,us_softball_league,Hunter Ltd
2018/01/09,37,1971,Hawaii,Roberta,Russell,1991/12/14,HI,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/05/04,36,1975,New Mexico,Don,Shaw,1990/11/01,NM,Keller Group,us_softball_league,Keller Group
2018/01/13,86,1977,Iowa,Michelle,Dean,1981/01/01,IA,Peterson and Sons,us_softball_league,Peterson and Sons
2018/01/15,94,1991,Missouri,Sarah,Morales,1994/06/19,MO,Rivera-Morrow,us_softball_league,Rivera-Morrow
2018/07/27,54,1993,Minnesota,Kevin,Mckenzie,1994/04/09,MN,Scott and Sons,us_softball_league,Scott and Sons
2018/10/26,96,1971,Utah,Rebecca,Liu,1977/12/06,UT,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/07/07,89,1988,South Dakota,Jacqueline,Smith,1988/07/16,SD,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2019/01/02,89,1971,Georgia,Sheila,Frye,1995/12/05,GA,Bruce Inc,us_softball_league,Bruce Inc
2018/04/21,99,1980,Iowa,Trevor,Heath,1997/01/17,IA,Rivera Ltd,us_softball_league,Rivera Ltd
2018/09/03,70,1985,Kentucky,Amanda,Barry,1994/06/07,KY,Hunter Ltd,us_softball_league,Hunter Ltd
2018/11/25,59,1984,Oklahoma,Laurie,Burgess,1986/02/06,OK,,us_softball_league,
2018/12/12,70,1971,Michigan,Michael,Guzman,1975/05/08,MI,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/10/27,44,1985,Maine,Jose,Murphy,1992/10/01,ME,Hunter Ltd,us_softball_league,Hunter Ltd
2018/04/13,41,1970,Arizona,Courtney,King,1975/10/24,AZ,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/09/30,98,1977,Oregon,Brittany,Hess,1989/07/29,OR,Hunter Ltd,us_softball_league,Hunter Ltd
2018/01/22,59,1970,Washington,David,Shaw,1971/09/10,WA,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/09/08,97,1972,Michigan,Susan,Rojas,1990/01/13,MI,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/05/01,31,1972,North Dakota,Donald,Christensen,1990/01/12,ND,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/06/21,46,1976,South Carolina,Stacey,Newton,1989/01/01,SC,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/03/04,53,1980,Oklahoma,Julie,Zamora,1994/03/25,OK,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/04/03,50,1992,Ohio,Arthur,Wright,1997/09/01,OH,Peterson and Sons,us_softball_league,Peterson and Sons
2018/03/14,45,1976,New Hampshire,Chelsea,Howard,1997/10/06,NH,Pearson Group,us_softball_league,Pearson Group
2018/10/03,34,1975,Alaska,Robert,Taylor,1996/05/31,AK,"Jackson, Carlson and Contreras",us_softball_league,"Jackson, Carlson and Contreras"
2018/06/16,89,1971,Louisiana,Jennifer,Stewart,1993/03/13,LA,Rivera Ltd,us_softball_league,Rivera Ltd
2018/12/31,88,1975,Iowa,Chris,Harris,1975/07/17,IA,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/04/12,42,1981,Maine,Thomas,Brown,1990/05/24,ME,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/05/27,94,1971,Pennsylvania,John,Kelly,1972/12/05,PA,Parker Group,us_softball_league,Parker Group
2018/04/13,95,1981,Virginia,Rodney,Wright,1981/11/26,VA,Keller Group,us_softball_league,Keller Group
2018/02/06,83,1991,Iowa,Mason,Summers,1997/09/15,IA,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/09/10,71,1970,Montana,Samantha,Anderson,1990/05/04,MT,Rivera Ltd,us_softball_league,Rivera Ltd
2018/11/28,41,1978,Florida,,,1983/10/26,FL,Taylor-Alvarez,us_softball_league,Taylor-Alvarez
2018/06/14,39,1982,Montana,Ian,Roberts,1997/08/05,MT,Keller Group,us_softball_league,Keller Group
2018/07/02,88,1973,Michigan,George,Hurley,1983/03/19,MI,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/02/24,55,1988,Mississippi,Marissa,Fritz,1997/03/18,MS,,us_softball_league,
2018/09/10,53,1970,Connecticut,Mary,Williams,1986/12/28,CT,Taylor-Alvarez,us_softball_league,Taylor-Alvarez
2018/12/01,91,1978,Idaho,Christopher,Allen,1992/03/06,ID,Scott and Sons,us_softball_league,Scott and Sons
2018/03/16,53,1974,North Carolina,Kelly,Long,1979/05/18,NC,Rivera-Morrow,us_softball_league,Rivera-Morrow
2018/03/22,88,1980,Oklahoma,Cynthia,Massey,1988/01/22,OK,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/06/28,39,1973,Indiana,Mary,Weaver,1989/05/03,IN,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/02/17,41,1981,Vermont,Amy,Allen,1991/05/27,VT,Parker Group,us_softball_league,Parker Group
2018/11/19,74,1974,Kentucky,William,Huang,1991/12/02,KY,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/03/10,45,1983,Connecticut,Emily,Thompson,1994/05/24,CT,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/05/19,75,1984,Connecticut,Chris,Robinson,1997/02/28,CT,,us_softball_league,
2018/09/22,85,1988,Virginia,James,Nelson,1989/09/30,VA,Bruce Inc,us_softball_league,Bruce Inc
2018/02/24,66,1983,Colorado,Dylan,Davis,1993/02/11,CO,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/04/13,41,1973,Wyoming,Danny,Esparza,1987/07/12,WY,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/02/17,52,1974,Arizona,Wendy,Frederick,1995/12/17,AZ,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/03/27,74,1979,Georgia,Thomas,Gilbert,1995/01/13,GA,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/10/29,99,1975,California,Katie,Woods,1993/12/08,CA,Hunter Ltd,us_softball_league,Hunter Ltd
2018/02/07,97,1983,Virginia,David,Sanders,1996/07/13,VA,Peterson and Sons,us_softball_league,Peterson and Sons
2018/07/17,53,1971,North Dakota,Kimberly,Hurley,1993/11/29,ND,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/05/12,67,1978,Rhode Island,Joshua,Shaw,1998/07/30,RI,Bruce Inc,us_softball_league,Bruce Inc
2018/01/19,44,1984,Washington,Nicole,Allen,1985/07/04,WA,Parker Group,us_softball_league,Parker Group
2018/12/21,73,1986,Tennessee,Laura,Aguirre,1987/06/28,TN,Rivera-Morrow,us_softball_league,Rivera-Morrow
2018/08/29,41,1981,Alabama,Victoria,Gomez,1986/04/10,AL,Keller Group,us_softball_league,Keller Group
2018/09/04,91,1983,Alaska,Jonathon,Fritz,1994/01/31,AK,Bruce Inc,us_softball_league,Bruce Inc
2018/07/14,59,1979,Alaska,Holly,Barron,1985/05/29,AK,Rivera-Morrow,us_softball_league,Rivera-Morrow
2018/10/17,74,1973,Virginia,Karen,Cruz,1991/12/24,VA,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/02/20,56,1972,Illinois,Matthew,Evans,1996/07/08,IL,Keller Group,us_softball_league,Keller Group
2018/02/22,98,1976,Massachusetts,Elizabeth,Lopez,1978/07/30,MA,Hunter Ltd,us_softball_league,Hunter Ltd
2018/12/30,52,1991,Arizona,Tanner,Crawford,1997/05/23,AZ,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2019/01/03,93,1989,Virginia,Jennifer,Downs,1992/05/18,VA,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/06/08,51,1992,Nevada,Caleb,Barr,1993/10/06,NV,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/07/31,41,1974,Montana,Shannon,Harmon,1976/01/01,MT,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/02/03,70,1975,Kentucky,Erika,Farrell,1992/04/20,KY,Scott and Sons,us_softball_league,Scott and Sons
2018/03/09,33,1985,Missouri,William,George,1990/06/21,MO,Scott and Sons,us_softball_league,Scott and Sons
2018/07/01,79,1970,Vermont,Tracey,Davis,1986/11/06,VT,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/03/19,50,1988,Minnesota,Scott,Coffey,1994/03/16,MN,Williams-Stephenson,us_softball_league,Williams-Stephenson
2019/01/05,64,1978,Missouri,Eric,Oconnor,1997/09/06,MO,Taylor-Alvarez,us_softball_league,Taylor-Alvarez
2018/04/03,37,1973,Alaska,Deborah,Mitchell,1977/11/07,AK,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/12/10,31,1987,Georgia,Matthew,Morris,1993/12/31,GA,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/09/01,69,1977,Florida,Susan,Cox,1994/01/11,FL,Parker Group,us_softball_league,Parker Group
2018/03/05,54,1972,Georgia,Margaret,Perez,1974/04/15,GA,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/08/18,88,1990,North Dakota,James,Adams,1996/01/26,ND,Hunter Ltd,us_softball_league,Hunter Ltd
2018/05/19,76,1984,Mississippi,Ashley,Kelly,1985/01/22,MS,Parker Group,us_softball_league,Parker Group
2018/02/20,86,1973,New York,Nicole,Lopez,1989/04/09,NY,Pearson Group,us_softball_league,Pearson Group
2018/07/23,30,1997,Florida,Christopher,Shea,1998/04/01,FL,Rivera Ltd,us_softball_league,Rivera Ltd
2018/07/05,96,1974,Pennsylvania,Kimberly,Saunders,1996/08/12,PA,Parker Group,us_softball_league,Parker Group
2018/11/22,83,1970,Delaware,Jennifer,Gross,1988/09/11,DE,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/07/31,66,1976,Kansas,Craig,Cooper,1997/08/15,KS,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/04/23,30,1972,Massachusetts,Janet,Mercado,1984/11/26,MA,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/05/28,64,1985,Tennessee,Brenda,Mccormick,1990/05/19,TN,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/11/06,48,1974,New Mexico,Amanda,Thomas,1986/12/24,NM,Peterson and Sons,us_softball_league,Peterson and Sons
2018/03/07,70,1976,Oregon,Mark,Grant,1981/04/19,OR,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/03/09,87,1973,Minnesota,Hannah,Jackson,1983/03/24,MN,Pearson Group,us_softball_league,Pearson Group
2018/01/29,85,1991,California,Crystal,Harris,1997/10/13,CA,Scott and Sons,us_softball_league,Scott and Sons
2018/09/25,44,1992,North Dakota,Jon,Jones,1995/09/24,ND,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/06/22,45,1981,Oklahoma,Julie,Bryant,1985/08/31,OK,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/04/12,62,1996,Rhode Island,Jeffrey,Johnson,1997/08/20,RI,"Jackson, Carlson and Contreras",us_softball_league,"Jackson, Carlson and Contreras"
2018/11/17,91,1974,Louisiana,Kimberly,Morales,1997/07/02,LA,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/05/26,65,1982,Alabama,Robert,Wilson,1987/10/30,AL,Bruce Inc,us_softball_league,Bruce Inc
2018/01/15,35,1988,Mississippi,Jonathan,Lewis,1997/08/21,MS,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/09/06,70,1980,Alabama,William,Ford,1984/06/17,AL,Scott and Sons,us_softball_league,Scott and Sons
2018/07/03,98,1979,Massachusetts,Kevin,Mason,1982/02/27,MA,Scott and Sons,us_softball_league,Scott and Sons
2018/01/09,92,1977,Georgia,Emily,Smith,1981/07/15,GA,Taylor-Alvarez,us_softball_league,Taylor-Alvarez
2018/06/12,64,1975,Nevada,Lauren,Clark,1977/05/11,NV,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/06/10,96,1986,North Carolina,James,Maldonado,1995/06/26,NC,"Jackson, Carlson and Contreras",us_softball_league,"Jackson, Carlson and Contreras"
2018/03/30,85,1972,Alaska,Maria,Brock,1977/10/04,AK,Bruce Inc,us_softball_league,Bruce Inc
2018/12/01,33,1980,Ohio,Phillip,Parsons,1996/05/05,OH,Taylor-Alvarez,us_softball_league,Taylor-Alvarez
2018/08/23,77,1971,Tennessee,Brianna,Castro,1972/07/02,TN,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/01/19,70,1971,Ohio,Pamela,Golden,1982/06/22,OH,Pearson Group,us_softball_league,Pearson Group
2018/07/02,49,1979,Florida,Kristen,Sutton,1991/12/05,FL,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/09/03,30,1987,Oregon,Teresa,Jackson,1994/04/25,OR,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/04/29,42,1987,Montana,Richard,Coleman,1989/03/03,MT,Peterson and Sons,us_softball_league,Peterson and Sons
2018/10/02,47,1981,Pennsylvania,Kenneth,Williams,1981/01/22,PA,Scott and Sons,us_softball_league,Scott and Sons
2018/01/18,56,1993,Montana,Crystal,Hernandez,1998/05/11,MT,"Jackson, Carlson and Contreras",us_softball_league,"Jackson, Carlson and Contreras"
2018/07/30,61,1975,New York,Amanda,Herrera,1985/09/19,NY,Taylor-Alvarez,us_softball_league,Taylor-Alvarez
2018/03/30,36,1971,Texas,Tonya,Miller,1997/11/10,TX,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/07/15,33,1991,Idaho,Dawn,Ortiz,1998/09/17,ID,Scott and Sons,us_softball_league,Scott and Sons
2018/11/12,55,1973,Michigan,Jessica,Green,1998/06/30,MI,Scott and Sons,us_softball_league,Scott and Sons
2018/01/24,38,1984,California,Sarah,Stevens,1993/10/08,CA,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/12/07,68,1977,Iowa,Kevin,Dodson,1992/01/22,IA,Parker Group,us_softball_league,Parker Group
2018/01/20,37,1987,Louisiana,Ryan,Ballard,1988/01/27,LA,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/10/10,83,1971,Virginia,Michael,Allen,1972/09/23,VA,,us_softball_league,
2018/10/04,55,1974,Texas,Darren,Miller,1990/05/21,TX,Hunter Ltd,us_softball_league,Hunter Ltd
2018/07/31,56,1978,North Carolina,Martha,Johnson,1986/12/15,NC,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
